City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Tsabong,-26.0217,22.401,86.61,18,78,7.23,BW,1611435127
Yagodnoye,62.55,149.6667,-24.16,83,100,2.51,RU,1611435128
Faanui,-16.4833,-151.75,81.27,71,3,14.79,PF,1611434828
Okhotsk,59.3833,143.3,-14.51,80,100,9.22,RU,1611435128
Mahibadhoo,3.7833,72.9667,83.19,63,95,5.86,MV,1611435128
Arkadelphia,34.1209,-93.0538,45.0,53,90,3.44,US,1611435128
Nacozari,25.3366,-108.2574,76.24,40,78,7.67,MX,1611435129
Iskateley,67.6803,53.1512,-15.74,86,100,13.24,RU,1611435129
Butterworth,5.3991,100.3638,78.01,88,20,2.3,MY,1611435129
Middle Island,40.8843,-72.9373,32.0,37,3,8.99,US,1611435129
Kahului,20.8947,-156.47,77.0,65,40,18.41,US,1611435130
Luís Correia,-2.8792,-41.6669,84.2,74,75,13.8,BR,1611435130
Stykkisholmur,65.0757,-22.7297,28.78,93,100,31.7,IS,1611435130
East London,-33.0153,27.9116,75.47,79,71,22.35,ZA,1611435130
Tessalit,20.1986,1.0114,65.44,19,0,10.6,ML,1611435130
Neryungri,56.6709,124.6491,-36.49,80,19,3.18,RU,1611435130
Colares,38.7992,-9.4469,60.01,100,100,19.55,PT,1611435131
Mount Gambier,-37.8333,140.7667,64.4,77,100,5.75,AU,1611435131
Obo,5.3998,26.4869,74.59,35,43,5.1,CF,1611435131
Vostok,46.4856,135.8833,3.9,87,0,5.1,RU,1611435131
Tiruchchendur,8.4833,78.1167,77.56,82,92,12.66,IN,1611435131
Sobolevo,54.4299,31.8996,32.97,96,100,9.75,RU,1611434835
Saint Anthony,45.0205,-93.218,21.2,79,90,12.66,US,1611435132
Gberia Fotombu,9.8833,-11.1667,73.87,19,8,4.59,SL,1611435132
Konosha,60.9736,40.257,26.31,99,100,7.02,RU,1611435132
Ponta Delgada,37.7333,-25.6667,63.0,100,75,12.66,PT,1611435132
Tlacotepec (San Mateo),20.0667,-97.8667,74.5,56,20,6.4,MX,1611435133
Ahipara,-35.1667,173.1667,68.04,67,23,8.43,NZ,1611435133
Phan Thiet,10.9333,108.1,70.93,88,83,5.23,VN,1611435133
Narsaq,60.9167,-46.05,26.6,33,1,23.02,GL,1611435133
Athabasca,54.7169,-113.2854,-9.4,70,12,4.38,CA,1611434968
Basiad,14.1562,122.3375,75.18,88,13,1.83,PH,1611435133
Hobyo,5.3505,48.5268,76.78,73,93,20.65,SO,1611435134
Labuhan,-6.8844,112.2051,78.37,83,100,5.79,ID,1611435134
Diffa,13.3154,12.6113,67.95,21,33,8.97,NE,1611435134
Celestún,20.8667,-90.4,81.84,59,0,8.9,MX,1611435134
Belfast,54.5833,-5.9333,33.01,93,29,5.75,GB,1611434918
Hvolsvollur,63.7533,-20.2243,23.52,90,33,14.38,IS,1611435134
Elizabeth City,36.2946,-76.2511,44.6,31,1,14.97,US,1611435135
Moree,-29.4667,149.85,68.0,73,0,12.66,AU,1611435135
Enshi,30.3,109.4833,48.33,78,99,1.01,CN,1611435135
Sumenep,-7.0167,113.8667,78.58,84,100,4.94,ID,1611435135
Banda Aceh,5.5577,95.3222,77.05,82,67,7.92,ID,1611435135
Nago,26.5881,127.9761,66.2,77,75,21.85,JP,1611435136
Athens,37.9795,23.7162,59.0,72,75,11.5,GR,1611434982
Geraldton,-28.7667,114.6,69.8,78,90,10.36,AU,1611435136
Imeni Zhelyabova,58.9544,36.5956,33.94,98,100,5.86,RU,1611435136
Ashland,40.8167,-82.2665,26.6,50,1,6.91,US,1611435136
Skibbereen,51.55,-9.2667,35.6,93,90,4.61,IE,1611435136
Constitución,-35.3333,-72.4167,66.81,70,14,6.8,CL,1611435137
Manga,11.6636,-1.0731,73.87,18,13,8.9,BF,1611435137
Maraã,-1.8333,-65.3667,81.23,84,65,3.18,BR,1611435137
Lékoni,-1.5843,14.2591,75.43,77,100,7.11,GA,1611435137
Sarāhan,31.5167,77.8,34.59,85,100,1.48,IN,1611435137
Varnavino,57.4035,45.0916,33.48,99,100,5.97,RU,1611435138
Črnomelj,45.5711,15.1889,46.0,81,99,5.75,SI,1611435138
Tuatapere,-46.1333,167.6833,57.0,81,99,7.0,NZ,1611435138
Rūdsar,37.1376,50.288,37.4,75,0,4.61,IR,1611435138
Lorengau,-2.0226,147.2712,80.89,74,82,2.98,PG,1611435138
Tomohon,1.3346,124.8392,75.2,94,40,2.3,ID,1611435138
Inta,66.0317,60.1659,-21.87,75,0,6.85,RU,1611435139
Houma,29.5958,-90.7195,61.0,100,90,9.22,US,1611435139
Cherepovets,59.1333,37.9,32.0,100,90,4.47,RU,1611435139
Amahai,-3.3333,128.9167,82.0,87,100,4.76,ID,1611435139
Pāsighāt,28.0667,95.3333,60.44,52,69,3.18,IN,1611435140
Sandwick,60.0,-1.25,39.2,70,75,11.5,GB,1611435140
Emerald,-23.5333,148.1667,69.01,88,0,5.75,AU,1611435140
Anlu,31.1661,112.5831,46.02,77,62,2.35,CN,1611435140
Dunedin,-45.8742,170.5036,64.0,55,63,7.0,NZ,1611435140
Norrtälje,59.758,18.705,37.0,93,0,8.05,SE,1611435140
San Juan,-31.5375,-68.5364,100.15,11,0,10.54,AR,1611435039
Mehamn,71.0357,27.8492,21.56,94,100,26.64,NO,1611434843
Najrān,17.4924,44.1277,51.8,37,0,1.57,SA,1611435141
Luwuk,-0.9516,122.7875,79.03,70,100,4.27,ID,1611435141
Suez,29.9737,32.5263,53.91,41,0,8.25,EG,1611435141
Buenaventura,3.8801,-77.0312,73.0,62,100,6.31,CO,1611435141
Coruripe,-10.1256,-36.1756,78.15,76,78,8.9,BR,1611435071
Champerico,14.3,-91.9167,89.6,45,75,6.91,GT,1611435142
Gold Coast,-28.0,153.4333,73.0,78,40,6.08,AU,1611435142
Santa Cruz de la Sierra,-17.8,-63.1667,78.8,78,75,5.75,BO,1611435142
Foki,56.693,54.3499,7.41,95,100,8.66,RU,1611435142
Oktyabr'skiy,54.4815,53.471,10.89,95,100,10.98,RU,1611435142
Mjölby,58.326,15.1237,32.0,93,90,2.3,SE,1611435143
Avera,33.194,-82.5271,59.0,36,1,9.22,US,1611435143
Birjand,32.8663,59.2211,19.4,19,0,4.61,IR,1611434905
Bermeo,43.4209,-2.7215,53.01,100,75,2.3,ES,1611435143
Coyhaique,-45.5752,-72.0662,68.0,22,0,11.5,CL,1611435144
Baruun-Urt,46.6806,113.2792,5.76,88,2,10.67,MN,1611435144
Turukhansk,65.8167,87.9833,-38.85,76,14,7.47,RU,1611435144
Abu Samrah,35.3029,37.1841,40.55,66,14,7.83,SY,1611435144
Havre-St-Pierre,50.2334,-63.5986,23.0,93,90,16.11,CA,1611435144
Naryan-Mar,67.6713,53.087,-17.57,86,100,12.03,RU,1611435145
Clarence Town,-32.5833,151.7833,75.0,68,0,4.61,AU,1611435145
Pacific Grove,36.6177,-121.9166,54.0,76,1,6.91,US,1611434855
Mumbai,19.0144,72.8479,73.4,78,0,6.96,IN,1611434953
Isabela,6.7085,121.9711,76.82,82,100,1.41,PH,1611435145
Aizpute,56.7167,21.6,37.4,93,90,10.36,LV,1611435145
Sorong,-0.8833,131.25,79.56,81,83,3.51,ID,1611435146
Virovitica,45.8319,17.3839,44.01,83,73,10.36,HR,1611435146
Luzhou,28.8724,105.4405,54.73,79,100,2.1,CN,1611435146
Samfya,-11.3649,29.5565,67.21,91,100,4.0,ZM,1611435017
Blagoyevo,63.3667,47.9167,-0.15,92,100,10.74,RU,1611435146
São Paulo de Olivença,-3.3783,-68.8725,73.56,94,100,2.48,BR,1611435147
Vao,-22.6667,167.4833,76.33,80,100,26.46,NC,1611435147
Wang Saphung,17.301,101.7685,68.0,65,0,0.89,TH,1611435147
Nouakchott,18.0858,-15.9785,71.6,8,51,8.05,MR,1611435147
Hanzhong,33.0728,107.0303,46.06,56,100,1.74,CN,1611435147
Tursunzoda,38.5144,68.2333,10.4,85,0,4.47,TJ,1611435147
Pisco,-13.7,-76.2167,80.6,57,0,11.5,PE,1611435148
Kostomuksha,64.571,30.5767,32.25,98,100,8.75,RU,1611435148
Jiangkou,25.4872,119.1986,53.6,87,75,13.42,CN,1611435148
Rocha,-34.4833,-54.3333,82.96,56,2,15.3,UY,1611435148
Kuito,-12.3833,16.9333,64.18,75,97,6.6,AO,1611435148
Myitkyina,25.3833,97.4,58.8,71,33,1.81,MM,1611435148
Santa Flavia,38.085,13.5351,55.99,60,0,14.0,IT,1611435149
Mackay,-21.15,149.2,73.4,83,40,8.05,AU,1611435149
Moose Factory,51.2585,-80.6094,-0.4,65,1,9.22,CA,1611435149
Marzuq,14.4,46.4667,55.65,39,68,2.13,YE,1611435149
Hermosillo,29.0667,-110.9667,70.0,49,20,4.61,MX,1611435007
Piracaia,-23.0539,-46.3581,80.6,88,75,2.3,BR,1611435150
Winnemucca,40.973,-117.7357,37.4,70,1,6.91,US,1611435150
Okakarara,-20.5833,17.4333,72.03,79,100,3.27,NA,1611435150
Shellbrook,53.2168,-106.4011,-7.6,64,40,12.66,CA,1611435150
Esil,51.9556,66.4042,-21.48,84,96,1.79,KZ,1611435150
Amapá,1.0,-52.0,77.65,93,100,3.44,BR,1611435151
Port Augusta,-32.5,137.7667,82.0,38,100,4.61,AU,1611435151
Uzhur,55.3036,89.8339,-4.38,87,100,5.55,RU,1611435151
Tamasopo,21.9333,-99.4833,79.0,55,100,3.87,MX,1611435151
Nguruka,-5.1092,31.0419,65.77,90,100,1.57,TZ,1611435151
Cap Malheureux,-19.9842,57.6142,80.01,74,0,1.99,MU,1611435152
Vilhena,-12.7406,-60.1458,75.2,94,75,10.36,BR,1611435152
Batagay-Alyta,67.8006,130.4114,-38.27,74,78,1.39,RU,1611435152
Marawi,7.9986,124.2928,73.99,93,100,5.01,PH,1611435152
Tautira,-17.7333,-149.15,86.0,66,40,8.05,PF,1611435152
Batemans Bay,-35.7167,150.1833,69.01,93,8,1.99,AU,1611435152
Kropotkin,45.4375,40.5756,35.01,83,58,6.4,RU,1611435153
Naranjal,-2.6667,-79.6167,87.01,66,40,3.44,EC,1611435153
La Palma,33.8464,-118.0467,54.0,81,90,5.75,US,1611435153
Oranjemund,-28.55,16.4333,64.63,81,93,15.79,NA,1611435153
Bakel,14.905,-12.4568,77.13,14,98,10.22,SN,1611435153
Ganzhou,28.8184,115.4327,44.98,86,0,2.66,CN,1611435154
Dunkwa,5.9656,-1.78,76.35,67,32,4.59,GH,1611435154
Luba,3.4568,8.5547,80.6,83,20,5.75,GQ,1611435154
Chara,56.9064,118.2631,-25.42,80,42,0.09,RU,1611435154
Socond,47.5667,22.95,46.4,71,90,3.44,RO,1611435154
Oddur,4.1213,43.8894,75.76,43,69,13.62,SO,1611435155
Kikuyu,-1.2458,36.6633,64.4,77,75,11.5,KE,1611435155
Umba,66.6871,34.3429,7.07,94,100,15.61,RU,1611435155
Katherine,-14.4667,132.2667,78.8,89,90,8.05,AU,1611435155
Ostrovnoy,68.0531,39.5131,4.77,93,100,15.93,RU,1611435156
Nhulunbuy,-12.2333,136.7667,77.0,94,100,3.44,AU,1611435156
Jacqueville,5.2052,-4.4146,80.6,89,20,3.44,CI,1611435156
Bud,39.447,-86.1758,33.01,55,48,6.42,US,1611434918
Kununurra,-15.7667,128.7333,77.0,100,100,3.44,AU,1611435156
Bagdarin,54.4333,113.6,-1.3,86,100,3.4,RU,1611435156
Khandyga,62.6667,135.6,-45.65,78,100,1.41,RU,1611435157
Ilo,-17.6394,-71.3375,73.33,68,18,7.49,PE,1611435157
Gaza,31.5,34.4667,52.0,70,0,2.3,PS,1611435157
Zuwārah,32.9312,12.082,57.9,68,0,7.36,LY,1611435127
Erdenet,49.0333,104.0833,6.13,94,100,3.47,MN,1611435158
Westport,41.1415,-73.3579,32.0,35,28,17.25,US,1611435158
Vung Tau,10.346,107.0843,74.79,85,88,14.25,VN,1611435060
Pimentel,-6.8367,-79.9342,84.2,51,0,18.41,PE,1611435158
Abbeville,50.1,1.8333,34.0,70,6,8.46,FR,1611435066
Pontianak,-0.0333,109.3333,77.0,94,90,2.3,ID,1611435159
High Level,58.5169,-117.136,-13.0,84,75,6.91,CA,1611435159
Palauig,15.435,119.9045,78.08,79,100,4.52,PH,1611435159
Skjervøy,70.0311,20.9714,11.57,95,46,27.31,NO,1611435159
Itatiba,-23.0058,-46.8389,82.4,57,40,17.27,BR,1611435159
Muroto-misakicho,33.2833,134.15,55.81,84,92,17.96,JP,1611435159
Nadym,65.5333,72.5167,-43.82,81,33,3.94,RU,1611435160
Beringovskiy,63.05,179.3167,-9.36,88,1,3.27,RU,1611435160
Karatuzskoye,53.6072,92.8667,2.46,89,97,2.37,RU,1611435160
Mangan,27.5167,88.5333,53.11,43,100,2.84,IN,1611435161
Cockburn Town,21.4612,-71.1419,80.6,69,40,6.91,TC,1611435161
Departamento de Maldonado,-34.6667,-54.9167,89.6,55,20,11.5,UY,1611435162
Bezerros,-8.2333,-35.7969,74.23,70,82,14.54,BR,1611435129
Biltine,14.5333,20.9167,71.83,19,16,9.75,TD,1611435162
Shimoda,34.6667,138.95,37.0,94,100,5.01,JP,1611435162
Buluang,13.3068,123.3425,74.61,88,43,2.21,PH,1611435162
Abéché,13.8292,20.8324,72.48,19,13,8.25,TD,1611435163
Talnakh,69.4865,88.3972,-35.63,65,59,1.12,RU,1611435163
Ilfracombe,51.2093,-4.1134,34.0,88,2,1.99,GB,1611435163
Kaohsiung City,22.6163,120.3133,66.2,94,40,3.44,TW,1611435127
Grindavik,63.8424,-22.4338,30.2,74,75,27.63,IS,1611435163
Garoowe,8.4054,48.4845,65.55,67,99,11.36,SO,1611435164
Poronaysk,49.2167,143.1167,-2.92,90,62,3.4,RU,1611435164
Pavlovsk,50.4578,40.1081,34.41,96,100,10.42,RU,1611435164
Andenes,69.3143,16.1194,21.2,68,20,11.5,NO,1611435164
Tucuruí,-3.7661,-49.6725,81.41,84,56,0.87,BR,1611435164
Quetigny,47.3167,5.1167,41.0,81,75,10.36,FR,1611435165
Necochea,-38.5473,-58.7368,85.87,42,0,15.61,AR,1611435165
Wollongong,-34.4333,150.8833,73.99,89,1,1.01,AU,1611435165
Muriwai Beach,-36.8167,174.45,68.0,88,92,1.99,NZ,1611435017
Igrim,63.1906,64.4162,-39.08,80,9,1.99,RU,1611435165
Okha,53.5739,142.9478,-10.37,85,100,3.74,RU,1611435165
Tutóia,-2.7619,-42.2744,84.2,74,75,13.8,BR,1611435166
Broome,42.2506,-75.833,19.99,73,90,18.41,US,1611435166
