City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Vestmannaeyjar,63.4427,-20.2734,28.42,89,1,26.17,IS,1611351704
Koslan,63.4564,48.8989,-12.86,88,100,7.34,RU,1611351704
Minsk,53.9,27.5667,33.01,93,20,6.71,BY,1611351670
Zhumadian,32.9794,114.0294,40.05,71,91,6.2,CN,1611351705
Fairbanks,64.8378,-147.7164,27.0,79,75,4.61,US,1611351604
Olpād,21.3333,72.75,67.14,62,0,6.71,IN,1611351705
Chāndbāli,20.7833,86.7667,61.11,88,0,4.07,IN,1611351705
Hualmay,-11.0964,-77.6139,74.57,70,42,10.58,PE,1611351706
Buala,-8.145,159.5921,83.08,62,100,8.77,SB,1611351706
Sydney,-33.8679,151.2073,80.01,78,0,11.5,AU,1611351706
Gouré,13.9835,10.2704,66.99,18,44,7.0,NE,1611351707
Chui,-33.6971,-53.4616,73.65,76,1,13.76,UY,1611351707
Yulara,-25.2406,130.9889,78.8,14,100,5.75,AU,1611351707
Tomatlán,19.9333,-105.25,93.87,27,0,8.77,MX,1611351707
Faanui,-16.4833,-151.75,80.56,74,0,13.65,PF,1611351707
Fare,-16.7,-151.0167,80.6,72,31,11.92,PF,1611351708
Ciudad Bolivar,8.1222,-63.5497,86.43,54,100,9.69,VE,1611351708
Plouzané,48.3833,-4.6167,42.8,75,0,9.22,FR,1611351708
Tuatapere,-46.1333,167.6833,55.99,64,100,8.99,NZ,1611351708
Indian Head,38.6001,-77.1622,46.0,37,54,10.0,US,1611351709
Sungai Penuh,-2.0833,101.3833,61.81,80,63,2.17,ID,1611351709
Shelburne,44.0787,-80.2041,23.0,68,90,10.36,CA,1611351709
Anking,30.5092,117.0506,47.46,91,100,2.55,CN,1611351709
Hanna,51.6334,-111.9018,26.6,79,74,13.8,CA,1611351709
Itainópolis,-7.4469,-41.4783,78.03,65,100,2.84,BR,1611351709
Fort Nelson,58.8053,-122.7002,12.2,92,75,9.22,CA,1611351710
Padang,-0.9492,100.3543,75.2,88,20,2.3,ID,1611351710
Mandalgovi,45.7625,106.2708,10.06,84,0,4.12,MN,1611351710
Nicoya,10.1483,-85.452,87.8,51,40,18.41,CR,1611351710
Rawson,-43.3002,-65.1023,86.54,25,0,19.98,AR,1611351710
Hanzhong,33.0728,107.0303,41.11,68,0,1.32,CN,1611351711
Lompoc,34.6391,-120.4579,55.4,82,77,17.27,US,1611351619
Byron Bay,-28.65,153.6167,72.0,78,36,5.5,AU,1611351660
Shangzhi,45.2167,127.9667,0.34,84,0,1.63,CN,1611351444
Uttiramerūr,12.6,79.7667,75.2,88,20,2.3,IN,1611351711
Arrondissement de Soissons,49.3333,3.3333,37.99,90,75,1.99,FR,1611351712
Derzhavīnsk,51.1,66.3167,0.72,92,100,15.61,KZ,1611351712
Niedernhausen,50.15,8.3167,44.01,98,100,2.46,DE,1611351712
Haines Junction,60.7522,-137.5108,1.4,92,99,1.14,CA,1611351712
Krasnooktyabrskiy,44.9328,38.3712,44.01,71,81,8.52,RU,1611351712
Upington,-28.4478,21.2561,80.6,78,27,4.61,ZA,1611351713
Sept-Îles,50.2001,-66.3821,16.0,73,40,5.75,CA,1611351481
Kilindoni,-7.9139,39.6668,81.88,78,97,15.9,TZ,1611351713
Leer,8.3018,30.1418,77.43,30,65,5.53,SS,1611351713
Iquitos,-3.7481,-73.2472,86.0,66,75,9.22,PE,1611351714
Olinda,-8.0089,-34.8553,80.6,61,40,11.5,BR,1611351433
Maromitsa,59.8683,48.0123,-2.34,91,100,8.46,RU,1611351714
El Salvador,13.8333,-88.9167,87.8,42,20,3.44,SV,1611351714
Garoowe,8.4054,48.4845,66.58,54,64,11.56,SO,1611351714
Emerald,-23.5333,148.1667,75.99,69,16,9.22,AU,1611351715
Krasnosel'kup,65.7,82.4667,-41.96,75,0,9.22,RU,1611351715
Shitkino,56.3703,98.3543,-4.27,91,100,3.87,RU,1611351715
Eureka,40.8021,-124.1637,51.01,80,29,5.01,US,1611351654
Nantucket,41.2835,-70.0995,39.99,70,90,10.36,US,1611351715
Benjamín Aceval,-24.9667,-57.5667,80.6,89,75,5.75,PY,1611351716
Gizo Government Station,-8.103,156.8419,82.69,73,53,11.97,SB,1611351716
Cap Malheureux,-19.9842,57.6142,80.01,74,41,1.01,MU,1611351716
Pingliang,35.5392,106.6861,29.1,87,4,0.65,CN,1611351716
Mongu,-15.2484,23.1274,68.31,91,100,4.99,ZM,1611351716
Ipirá,-12.1583,-39.7372,75.88,61,97,12.28,BR,1611351717
Gus-Zheleznyy,55.0581,41.1656,31.91,99,100,7.16,RU,1611351717
Magadan,59.5667,150.8,-8.72,76,16,6.04,RU,1611351717
Igarka,67.4667,86.5833,-36.8,73,0,7.16,RU,1611351717
Acapulco de Juárez,16.8634,-99.8901,84.2,79,1,14.97,MX,1611351562
Miragoâne,18.4423,-73.0876,80.22,68,14,1.99,HT,1611351718
Thinadhoo,0.5333,72.9333,82.33,61,38,4.29,MV,1611351718
Itapipoca,-3.4944,-39.5786,75.61,84,99,2.75,BR,1611351718
Blagoyevo,63.3667,47.9167,-10.62,88,100,6.96,RU,1611351718
Yamada,39.4667,141.95,28.56,92,27,5.3,JP,1611351718
Itaituba,-4.2761,-55.9836,84.2,70,20,3.44,BR,1611351718
Omsukchan,62.5333,155.8,-31.94,80,100,4.94,RU,1611351719
Yerköy,39.6381,34.4672,32.2,86,18,4.18,TR,1611351719
Porto Velho,-8.7619,-63.9039,80.6,83,75,0.49,BR,1611351719
Miles City,46.4083,-105.8406,30.2,55,1,3.44,US,1611351719
Omboué,-1.5746,9.2618,77.09,87,100,3.27,GA,1611351720
Changde,29.0464,111.6783,45.25,88,0,3.65,CN,1611351720
Parintins,-2.6283,-56.7358,77.54,91,100,2.28,BR,1611351720
Zliten,32.4674,14.5687,59.05,46,98,7.31,LY,1611351504
Aksarka,66.5606,67.7975,-38.16,82,86,5.06,RU,1611351721
Port Shepstone,-30.7414,30.455,74.93,87,0,17.47,ZA,1611351721
Puerto Quijarro,-17.7833,-57.7667,81.75,67,80,3.53,BO,1611351721
Kulhudhuffushi,6.6221,73.07,81.73,75,62,9.22,MV,1611351721
Port Moresby,-9.4431,147.1797,77.0,94,40,5.75,PG,1611351721
Santa Rosa,14.3122,121.1114,77.0,94,75,1.14,PH,1611351676
Jagodina,43.9814,21.2622,50.0,71,0,13.8,RS,1611351722
Mokolo,10.7398,13.8019,63.61,29,89,5.19,CM,1611351722
Nizhniy Ingash,56.2,96.53,3.06,93,100,5.28,RU,1611351722
Kieta,-6.2167,155.6333,82.02,62,100,6.8,PG,1611351723
Kathmandu,27.7167,85.3167,44.6,93,20,2.3,NP,1611351723
Lubango,-14.9172,13.4925,56.59,79,89,4.41,AO,1611351723
Arua,3.0201,30.9111,73.87,41,75,1.97,UG,1611351723
Taoudenni,22.6783,-3.9836,65.79,20,0,9.89,ML,1611351724
Kutum,14.2,24.6667,54.81,35,79,7.56,SD,1611351724
Tura,25.5198,90.2201,56.53,75,0,3.67,IN,1611351724
Margate,51.3813,1.3862,39.99,81,97,3.0,GB,1611351724
Geraldton,-28.7667,114.6,73.4,78,75,9.22,AU,1611351724
Pilar,-9.5972,-35.9567,80.6,69,75,11.5,BR,1611351692
Marzuq,14.4,46.4667,54.97,42,96,3.42,YE,1611351725
Saskylakh,71.9167,114.0833,-21.55,86,100,6.76,RU,1611351725
Imeni Poliny Osipenko,52.4201,136.4853,-23.87,83,0,5.64,RU,1611351725
Broken Hill,-31.95,141.4333,71.6,16,0,3.44,AU,1611351725
Strezhevoy,60.7333,77.5889,-41.8,66,20,4.47,RU,1611351726
São Filipe,14.8961,-24.4956,77.31,51,62,11.72,CV,1611351726
Hōfu,34.05,131.5667,48.99,95,100,4.56,JP,1611351726
Imbituba,-28.24,-48.6703,71.6,94,75,2.3,BR,1611351726
Cabinda,-5.55,12.2,79.75,83,100,5.14,AO,1611351726
Nuuk,64.1835,-51.7216,21.2,86,20,13.8,GL,1611351664
Fulton,33.7668,-84.4499,57.99,38,1,9.22,US,1611351697
Manavālakurichi,8.1333,77.3,80.6,83,20,2.3,IN,1611351727
Dengzhou,37.8086,120.7508,32.63,93,100,6.38,CN,1611351728
Rafai,4.95,23.9167,71.74,36,98,2.46,CF,1611351729
Fershampenuaz,53.5202,59.8117,-5.06,91,100,10.8,RU,1611351729
Los Llanos de Aridane,28.6585,-17.9182,66.2,94,75,10.36,ES,1611351730
Te Anau,-45.4167,167.7167,59.94,69,98,6.85,NZ,1611351730
Altamont,42.2068,-121.7372,39.99,60,90,10.36,US,1611351730
Vuktyl,63.8567,57.3094,-19.1,85,88,2.95,RU,1611351730
Talnakh,69.4865,88.3972,-38.11,73,7,0.54,RU,1611351446
Piney Green,34.716,-77.3202,55.4,35,1,6.91,US,1611351731
Uchiza,-8.4592,-76.4633,83.93,65,58,1.88,PE,1611351731
San Andrés,12.5847,-81.7006,82.4,69,75,12.66,CO,1611351731
Quesnel,52.9999,-122.5029,14.0,85,90,1.41,CA,1611351676
Venezuela,8.0,-66.0,90.18,40,100,11.5,VE,1611351479
Normandin,48.8333,-72.5321,14.0,85,100,4.61,CA,1611351732
North Branch,45.5113,-92.9802,14.0,48,40,6.91,US,1611351733
Aseri,59.4506,26.8675,35.67,89,94,13.94,EE,1611351733
Naze,28.3667,129.4833,65.89,93,87,12.5,JP,1611351733
Nizhniy Kuranakh,58.8353,125.4869,-30.64,82,100,2.1,RU,1611351734
Penzance,50.1186,-5.5371,41.0,81,40,8.05,GB,1611351734
Dzaoudzi,-12.7887,45.2699,80.6,83,0,4.61,YT,1611351734
Storforshei,66.4043,14.5233,19.4,58,75,17.27,NO,1611351734
Campbell River,50.0163,-125.2446,44.01,60,1,9.22,CA,1611351645
Bambanglipuro,-7.95,110.2833,77.04,83,100,4.32,ID,1611351735
Stann Creek Town,16.9692,-88.2321,84.0,74,40,8.05,BZ,1611351735
Nizip,37.0097,37.7942,30.2,86,0,4.18,TR,1611351735
Şırnak,37.5228,42.4594,26.91,72,2,4.9,TR,1611351735
Bac Lieu,9.285,105.7244,75.29,86,100,5.99,VN,1611351735
Arys,42.4252,68.795,15.8,86,40,11.18,KZ,1611351736
Straumen,63.8709,11.2999,39.2,65,0,6.91,NO,1611351736
Sasaram,24.951,84.0149,49.98,55,0,3.13,IN,1611351736
Oktyabr'skiy,54.4815,53.471,-6.86,91,99,1.68,RU,1611351736
Zabul Province,32.25,67.25,25.84,79,0,17.67,AF,1611351737
Port Hedland,-20.3167,118.5667,78.8,89,92,4.72,AU,1611351737
Aldan,58.6031,125.3894,-29.65,84,100,1.07,RU,1611351737
Salmās,38.1973,44.7653,14.0,67,0,6.91,IR,1611351737
Conselheiro Pena,-19.1722,-41.4722,74.23,81,67,6.78,BR,1611351737
Slavutych,51.5196,30.7343,34.54,90,100,9.28,UA,1611351633
Gberia Fotombu,9.8833,-11.1667,72.39,20,87,3.13,SL,1611351738
Udachny,66.4167,112.4,-46.08,75,100,3.33,RU,1611351738
Tautira,-17.7333,-149.15,84.2,65,20,21.85,PF,1611351738
Banda Aceh,5.5577,95.3222,75.36,80,39,7.14,ID,1611351739
Bossier City,32.516,-93.7321,53.6,87,90,8.05,US,1611351739
Morehead,37.2711,-87.1764,41.0,33,1,10.36,US,1611351739
Vestmanna,62.1564,-7.1664,33.8,86,20,16.11,FO,1611351739
Caceres,39.522,-6.3748,46.0,82,7,5.99,ES,1611351740
Hope,33.6671,-93.5916,57.99,66,50,1.99,US,1611351740
Calceta,-0.85,-80.1667,82.4,69,40,5.75,EC,1611351740
Puro,12.4841,123.3827,77.63,82,55,1.99,PH,1611351741
Seymchan,62.8833,152.4333,-37.48,80,88,0.94,RU,1611351742
Atar,20.5169,-13.0499,68.05,20,55,8.9,MR,1611351742
Mahina,-17.5065,-149.489,84.2,65,20,21.85,PF,1611351742
Nanortalik,60.1432,-45.2371,22.8,90,1,7.78,GL,1611351742
Mayor Pablo Lagerenza,-19.9309,-60.7718,85.33,58,63,5.53,PY,1611351742
San Patricio,28.017,-97.5169,80.6,54,1,8.05,US,1611351743
Avon Lake,41.5053,-82.0282,28.99,64,90,13.8,US,1611351503
Paidha,2.4167,30.9855,69.89,49,100,2.51,UG,1611351743
Shahreza,32.0339,51.8794,25.9,79,0,5.08,IR,1611351743
Khuzhir,53.1939,107.3397,13.15,93,100,9.64,RU,1611351743
Ténenkou,14.4572,-4.9169,70.68,20,16,11.07,ML,1611351744
Taywarah,33.35,64.4167,6.06,79,0,5.97,AF,1611351744
Kalemie,-5.9475,29.1947,70.63,82,99,5.08,CD,1611351744
Katsuura,35.1333,140.3,50.0,73,100,3.0,JP,1611351745
Batticaloa,7.7102,81.6924,77.09,78,10,5.17,LK,1611351745
Nome,64.5011,-165.4064,33.8,86,90,16.11,US,1611351630
Acarí,-15.4311,-74.6158,78.75,56,8,10.04,PE,1611351745
Buritis,-15.6178,-46.4233,75.4,71,47,5.01,BR,1611351745
Kibala,9.1104,18.3463,73.4,43,0,2.77,TD,1611351746
Chicama,-7.8447,-79.1469,73.4,78,20,11.5,PE,1611351746
Cap-aux-Meules,47.3821,-61.8597,21.2,73,100,10.36,CA,1611351746
Castlegar,49.2998,-117.6689,30.2,59,0,3.44,CA,1611351746
Conde,-7.2597,-34.9075,78.8,78,75,12.66,BR,1611351746
Bulawayo,-20.15,28.5833,61.88,73,0,9.6,ZW,1611351747
Zhigansk,66.7697,123.3711,-44.72,77,100,7.61,RU,1611351747
Buraidah,26.326,43.975,46.4,36,0,3.44,SA,1611351747
Denpasar,-8.65,115.2167,78.8,89,40,6.91,ID,1611351747
Mitsamiouli,-11.3847,43.2844,81.59,77,91,8.32,KM,1611351748
Tecpan,14.7623,-90.9947,80.6,39,20,9.22,GT,1611351748
Hobyo,5.3505,48.5268,76.44,79,18,20.98,SO,1611351748
Nambutalai,9.7167,79.0,77.92,80,22,9.66,IN,1611351748
Ishigaki,24.3448,124.1572,69.8,94,75,8.05,JP,1611351748
Killam,52.7834,-111.8518,23.0,80,100,16.11,CA,1611351749
Pokrov,55.92,39.1769,28.54,99,100,6.46,RU,1611351749
Bang Saphan,11.2126,99.5117,67.01,85,18,3.4,TH,1611351750
São João da Barra,-21.6403,-41.0511,80.6,74,0,16.11,BR,1611351750
Shingū,33.7333,135.9833,54.73,90,100,7.65,JP,1611351750
Kangaatsiaq,68.3065,-53.4641,13.42,85,48,7.78,GL,1611351750
La Grande,45.3246,-118.0877,37.0,87,99,3.27,US,1611351750
Tombouctou,20.0,-3.0,66.74,20,47,9.95,ML,1611351751
Ndola,-12.9587,28.6366,64.2,98,100,3.87,ZM,1611351751
Al Bardīyah,31.7561,25.0865,53.24,66,0,1.66,LY,1611351751
